datetime,station_id,karenia_brevis_cells_per_L,chlorophyll_a_ug_per_L,dissolved_oxygen_mg_per_L,ph,temperature_celsius,salinity_psu,conductivity_mS_per_cm,turbidity_NTU,bloom_level
2020-11-06 07:00:00,ST_019,12399.0,47.33,10.05,8.26,22.0,30.6,44.08,4.92,medium
2020-11-06 13:00:00,ST_017,28205.0,96.78,10.81,8.1,18.4,33.7,45.75,9.51,medium
2020-11-06 18:00:00,ST_003,34470.0,122.99,12.52,8.13,20.4,31.6,44.4,7.72,medium
2020-11-07 09:00:00,ST_021,14047.0,69.08,12.29,8.17,22.0,31.9,46.1,7.24,medium
2020-11-07 16:00:00,ST_012,12256.0,51.86,11.03,8.15,21.8,31.1,45.33,5.37,medium
2020-11-07 18:00:00,ST_014,3025.0,11.16,11.08,8.07,22.1,35.6,52.79,2.67,low
2020-11-08 06:00:00,ST_025,295267.0,868.69,1.29,7.74,21.9,31.5,46.54,51.25,high
2020-11-08 10:00:00,ST_014,31573.0,117.44,10.6,7.85,21.5,34.6,49.69,8.45,medium
2020-11-08 12:00:00,ST_002,30142.0,90.33,11.46,8.48,19.8,33.2,46.62,8.53,medium
2020-11-09 06:00:00,ST_007,354912.0,1161.58,2.68,8.14,20.6,31.9,46.01,67.44,high
2020-11-09 11:00:00,ST_013,36792.0,142.15,11.58,8.48,19.2,32.5,44.45,9.15,medium
2020-11-09 16:00:00,ST_024,30064.0,99.15,12.28,8.35,19.8,36.0,50.36,8.65,medium
2020-11-09 18:00:00,ST_013,12412.0,42.55,12.71,8.36,19.6,33.1,44.86,4.14,medium
2020-11-10 12:00:00,ST_021,34738.0,123.31,11.5,7.89,20.2,32.9,46.47,8.97,medium
2020-11-10 13:00:00,ST_020,14666.0,77.22,9.92,8.39,22.2,36.6,53.55,8.3,medium
2020-11-10 15:00:00,ST_008,35730.0,170.17,10.89,8.09,21.4,31.5,45.0,11.96,medium
2020-11-10 17:00:00,ST_005,37946.0,101.05,10.11,8.09,22.2,35.9,53.03,9.54,medium
2020-11-10 18:00:00,ST_017,14754.0,69.54,10.71,8.23,20.8,34.4,49.11,3.91,medium
2020-11-11 09:00:00,ST_020,106278.0,270.17,5.06,7.89,20.5,32.7,46.66,19.15,high
2020-11-11 13:00:00,ST_025,17956.0,84.93,11.07,8.09,21.9,32.3,48.0,16.48,medium
2020-11-11 14:00:00,ST_010,19281.0,53.02,11.93,8.0,19.5,31.9,44.37,4.04,medium
2020-11-12 06:00:00,ST_014,33599.0,129.46,11.75,8.11,18.1,34.7,46.33,10.4,medium
2020-11-12 12:00:00,ST_020,17670.0,83.01,12.53,8.25,20.0,30.7,42.2,7.94,medium
2020-11-13 14:00:00,ST_003,10415.0,46.45,12.5,8.35,18.1,31.2,42.47,4.23,medium
2020-11-13 17:00:00,ST_025,25228.0,103.6,11.21,8.15,19.7,34.4,49.1,8.45,medium
2020-11-14 06:00:00,ST_012,31268.0,123.15,11.68,8.49,18.1,34.5,46.68,6.92,medium
2020-11-14 10:00:00,ST_013,49529.0,162.74,11.83,8.09,18.5,32.4,44.42,10.63,medium
2020-11-14 18:00:00,ST_021,3253.0,4.59,11.0,8.19,20.3,31.9,45.7,2.69,low
2020-11-15 10:00:00,ST_018,108545.0,338.74,5.42,8.46,20.6,33.4,47.88,22.1,high
2020-11-15 13:00:00,ST_021,117591.0,403.21,4.79,7.85,22.0,31.6,46.79,29.86,high
2020-11-15 15:00:00,ST_011,4040.0,3.71,12.97,8.12,18.7,32.5,43.8,3.47,low
2020-11-15 18:00:00,ST_011,45254.0,154.4,10.51,8.14,21.4,36.4,52.37,12.09,medium
2020-11-16 13:00:00,ST_017,58266.0,152.49,8.03,7.98,21.6,36.3,52.79,10.94,medium
2020-11-16 13:00:00,ST_013,34452.0,134.1,10.58,8.29,21.8,31.7,46.06,9.69,medium
2020-11-16 15:00:00,ST_023,5031.0,4.8,12.05,8.1,20.5,34.3,48.42,1.29,low
2020-11-16 18:00:00,ST_023,230758.0,623.01,2.19,8.14,20.2,32.2,45.56,39.37,high
2020-11-17 07:00:00,ST_023,167838.0,616.01,2.06,7.72,18.0,33.8,44.88,46.74,high
2020-11-17 13:00:00,ST_011,3367.0,11.7,10.36,7.87,21.5,31.7,45.85,3.01,low
2020-11-17 13:00:00,ST_011,5275.0,3.84,12.15,8.09,19.9,32.2,45.1,3.54,low
2020-11-18 10:00:00,ST_021,32649.0,140.16,12.79,8.26,20.0,34.4,48.91,7.32,medium
2020-11-18 10:00:00,ST_009,27572.0,101.79,12.87,8.38,21.4,31.4,44.5,7.2,medium
2020-11-19 09:00:00,ST_011,114790.0,250.31,5.41,8.27,18.0,33.1,45.14,25.3,high
2020-11-19 11:00:00,ST_008,29171.0,130.13,10.73,8.46,19.4,35.5,49.64,25.1,medium
2020-11-19 15:00:00,ST_017,26663.0,70.63,11.21,8.13,18.2,31.6,42.56,7.77,medium
2020-11-19 15:00:00,ST_007,422156.0,1628.3,2.5,7.93,22.0,32.3,47.41,89.94,high
2020-11-20 10:00:00,ST_007,39061.0,98.91,11.49,8.56,21.8,30.9,45.46,10.86,medium
2020-11-20 10:00:00,ST_009,6773.0,5.53,12.11,7.88,18.0,34.6,47.05,4.19,low
2020-11-20 11:00:00,ST_017,53666.0,164.79,8.19,8.2,22.5,32.5,47.76,13.06,medium
2020-11-20 16:00:00,ST_014,50425.0,164.28,9.07,8.33,18.0,32.9,44.51,12.99,medium
2020-11-21 09:00:00,ST_025,291790.0,887.88,1.15,8.14,21.9,32.4,47.95,52.19,high
2020-11-21 15:00:00,ST_005,38305.0,112.42,12.25,8.22,18.5,31.9,42.8,10.3,medium
2020-11-21 16:00:00,ST_022,115661.0,337.52,5.04,8.21,21.7,32.0,46.81,22.58,high
2020-11-21 17:00:00,ST_010,45446.0,151.36,10.79,8.15,20.9,33.2,47.98,13.38,medium
2020-11-21 18:00:00,ST_025,1663.0,6.91,12.62,8.14,19.8,32.3,44.54,4.78,low
2020-11-22 11:00:00,ST_023,7058.0,5.28,11.47,8.06,19.7,34.4,48.01,2.54,low
2020-11-22 14:00:00,ST_018,62118.0,262.02,8.21,7.92,21.8,34.8,51.26,14.61,medium
2020-11-22 16:00:00,ST_022,95204.0,288.19,5.8,8.04,21.5,35.3,52.43,19.83,medium
2020-11-23 08:00:00,ST_004,55597.0,199.37,8.4,8.03,20.1,33.0,46.18,12.23,medium
2020-11-23 09:00:00,ST_015,16109.0,47.69,13.68,8.19,18.0,30.6,39.62,7.0,medium
2020-11-23 15:00:00,ST_017,9883.0,9.12,11.33,8.21,19.2,32.2,44.7,2.45,low
2020-11-23 17:00:00,ST_024,2325.0,2.25,11.97,8.11,18.9,30.0,42.02,1.94,low
2020-11-24 09:00:00,ST_020,10742.0,49.82,11.04,8.29,20.2,35.7,50.46,5.17,medium
2020-11-24 11:00:00,ST_006,53458.0,182.53,9.0,7.9,20.4,32.3,46.44,15.01,medium
2020-11-24 16:00:00,ST_008,10303.0,60.37,12.55,8.22,19.6,35.2,49.37,5.77,medium
2020-11-24 18:00:00,ST_021,20502.0,64.78,10.92,8.22,18.0,30.9,41.18,7.88,medium
2020-11-25 11:00:00,ST_008,5932.0,8.36,11.16,8.16,18.7,31.6,43.73,4.44,low
2020-11-25 12:00:00,ST_016,137324.0,546.87,3.24,8.17,19.2,32.1,43.92,32.19,high
2020-11-25 14:00:00,ST_011,9007.0,2.62,11.38,8.09,18.2,29.6,39.95,1.95,low
2020-11-25 15:00:00,ST_015,50786.0,182.89,8.79,8.23,21.0,35.3,51.16,10.79,medium
2020-11-25 17:00:00,ST_009,14588.0,51.59,11.25,8.27,18.8,32.5,44.97,6.85,medium
2020-11-26 07:00:00,ST_009,98993.0,286.4,5.84,8.41,21.5,31.8,46.41,19.0,medium
2020-11-26 07:00:00,ST_013,12692.0,56.44,13.08,7.92,18.5,31.7,42.51,4.65,medium
2020-11-26 10:00:00,ST_020,37287.0,128.6,12.04,7.9,20.3,31.4,44.73,8.38,medium
2020-11-27 06:00:00,ST_003,13982.0,49.13,12.34,8.5,19.7,31.7,44.42,5.0,medium
2020-11-27 09:00:00,ST_009,51984.0,170.78,9.41,8.12,19.6,33.4,46.38,13.45,medium
2020-11-27 10:00:00,ST_017,3383.0,9.58,10.97,8.02,19.8,32.6,44.7,3.49,low
2020-11-27 13:00:00,ST_015,11380.0,49.03,12.12,7.85,18.8,30.4,40.95,6.84,medium
2020-11-27 14:00:00,ST_019,3709.0,9.59,10.3,8.0,19.3,33.1,45.32,3.44,low
2020-11-28 06:00:00,ST_014,68130.0,163.31,8.33,8.32,20.7,32.8,46.45,13.62,medium
2020-11-28 09:00:00,ST_009,118943.0,486.94,5.36,8.25,18.5,34.0,45.34,26.85,high
2020-11-28 13:00:00,ST_014,3463.0,3.26,10.79,8.08,19.6,34.1,46.85,1.49,low
2020-11-28 15:00:00,ST_004,7349.0,2.13,12.07,8.17,19.4,33.0,45.01,2.22,low
2020-11-28 16:00:00,ST_016,46438.0,146.95,12.7,8.23,18.4,31.4,43.08,13.52,medium
2020-11-29 06:00:00,ST_003,3096.0,8.55,11.96,8.02,20.4,30.2,42.58,3.66,low
2020-11-29 07:00:00,ST_012,18102.0,46.67,11.38,8.18,21.3,31.8,45.97,4.32,medium
2020-11-29 08:00:00,ST_006,18962.0,58.45,10.55,8.1,19.1,33.4,45.49,3.35,medium
2020-11-29 11:00:00,ST_004,15026.0,64.11,11.8,7.93,18.5,35.5,49.09,4.34,medium
2020-11-29 18:00:00,ST_002,3543.0,2.71,11.84,8.27,18.8,30.6,42.07,2.44,low
2020-11-30 07:00:00,ST_018,155448.0,368.02,2.45,7.73,21.7,33.0,48.11,26.01,high
2020-11-30 08:00:00,ST_004,8395.0,6.12,11.82,7.94,18.0,30.4,40.51,1.34,low
2020-11-30 14:00:00,ST_009,12226.0,51.99,12.36,8.01,20.5,32.5,45.68,5.97,medium
2020-11-30 17:00:00,ST_022,5213.0,7.54,11.71,8.17,19.3,33.8,46.85,4.52,low
2020-12-01 06:00:00,ST_001,16406.0,72.22,12.42,8.43,20.8,33.8,47.41,4.85,medium
2020-12-01 07:00:00,ST_011,1997290.0,4727.35,2.67,8.13,20.7,35.1,50.2,290.95,high
2020-12-01 09:00:00,ST_002,28392.0,91.67,13.22,8.12,19.1,33.2,45.19,7.86,medium
2020-12-01 15:00:00,ST_024,18191.0,61.53,11.18,8.42,18.2,35.6,47.43,6.33,medium
2020-12-01 16:00:00,ST_019,27383.0,74.31,11.67,8.07,19.1,31.6,44.2,8.76,medium
2020-12-02 09:00:00,ST_020,4423.0,5.58,13.27,8.05,18.0,34.5,46.56,2.07,low
2020-12-02 09:00:00,ST_008,67914.0,237.96,7.68,7.96,19.5,31.6,43.43,15.01,medium
2020-12-02 10:00:00,ST_014,5379.0,5.4,11.05,8.19,18.9,32.0,44.01,2.64,low
2020-12-02 15:00:00,ST_019,605622.0,1600.96,1.59,8.06,19.3,31.6,44.18,96.31,high
2020-12-03 06:00:00,ST_018,30472.0,112.11,10.86,8.32,20.7,33.8,48.97,9.77,medium
2020-12-03 09:00:00,ST_005,29311.0,101.19,11.37,8.45,18.0,32.0,42.68,8.44,medium
2020-12-03 14:00:00,ST_012,3865.0,8.41,13.03,8.11,18.1,32.6,44.22,2.5,low
2020-12-03 15:00:00,ST_011,9257.0,7.19,10.5,8.17,21.2,34.3,49.45,3.7,low
2020-12-04 08:00:00,ST_013,3745.0,2.22,11.86,8.05,18.0,29.3,39.25,12.61,low
2020-12-04 09:00:00,ST_018,5127.0,4.74,12.89,8.17,19.3,30.8,42.83,4.08,low
2020-12-04 15:00:00,ST_001,5989.0,4.94,12.76,8.01,20.0,31.5,43.5,10.95,low
2020-12-05 07:00:00,ST_019,89318.0,306.47,7.31,8.06,20.3,31.9,44.97,18.75,medium
2020-12-05 10:00:00,ST_016,2574.0,2.52,11.5,8.24,18.0,35.4,47.22,2.01,low
2020-12-05 17:00:00,ST_020,18707.0,58.43,13.05,8.23,18.8,30.9,42.38,4.23,medium
2020-12-06 07:00:00,ST_008,8837.0,2.57,11.12,8.13,20.1,34.9,49.1,2.29,low
2020-12-06 12:00:00,ST_008,10857.0,38.65,11.38,8.16,18.8,29.4,40.97,7.12,medium
2020-12-07 08:00:00,ST_006,78796.0,191.78,7.39,8.4,19.9,32.8,46.41,16.35,medium
2020-12-07 09:00:00,ST_009,34665.0,132.83,13.04,8.52,18.6,32.6,44.0,8.62,medium
2020-12-07 13:00:00,ST_020,6595.0,4.4,12.58,8.09,18.5,35.1,47.26,1.93,low
2020-12-08 06:00:00,ST_008,25310.0,90.95,13.82,8.36,18.0,34.3,46.03,8.11,medium
2020-12-08 16:00:00,ST_010,5554.0,4.58,12.9,7.99,18.2,34.8,47.18,2.9,low
2020-12-09 07:00:00,ST_003,18798.0,88.23,11.28,8.5,19.6,34.0,47.28,7.68,medium
2020-12-09 09:00:00,ST_008,1801.0,4.08,11.64,7.92,18.0,30.6,41.4,3.66,low
2020-12-09 12:00:00,ST_015,16351.0,65.1,12.09,8.45,18.0,32.4,43.66,6.25,medium
2020-12-09 12:00:00,ST_023,6136.0,2.02,13.56,7.97,18.0,35.0,46.73,4.19,low
2020-12-09 15:00:00,ST_020,83910.0,323.5,6.63,7.82,20.4,35.4,50.46,18.74,medium
2020-12-10 12:00:00,ST_001,23659.0,94.34,11.14,8.33,18.7,35.0,47.62,8.05,medium
2020-12-10 13:00:00,ST_005,73741.0,294.46,7.57,8.46,19.0,34.7,48.21,19.31,medium
2020-12-10 14:00:00,ST_025,4524.0,7.96,12.5,8.09,18.5,28.9,39.38,2.47,low
2020-12-10 15:00:00,ST_025,40305.0,105.86,11.5,7.9,21.1,29.8,42.7,7.06,medium
2020-12-10 17:00:00,ST_013,5804.0,4.45,11.64,8.07,18.0,32.8,43.02,2.59,low
2020-12-11 09:00:00,ST_022,86783.0,291.48,6.73,7.99,20.4,34.2,48.93,18.36,medium
2020-12-11 11:00:00,ST_011,9818.0,5.99,10.22,8.18,22.0,36.2,53.52,5.91,low
2020-12-11 13:00:00,ST_014,3373.0,1.84,12.38,8.05,19.5,34.9,48.6,3.6,low
2020-12-11 18:00:00,ST_017,775.0,6.25,12.98,8.12,18.0,33.6,44.96,3.67,background
2020-12-12 13:00:00,ST_017,551.0,7.35,12.49,7.93,18.8,34.6,47.35,3.06,background
2020-12-12 15:00:00,ST_013,104343.0,298.65,5.87,7.97,20.8,33.0,47.19,20.55,high
2020-12-13 11:00:00,ST_005,104.0,4.16,11.53,8.08,18.6,31.6,43.44,2.65,background
2020-12-13 15:00:00,ST_007,8991.0,7.67,12.24,7.96,18.3,33.4,45.88,1.66,low
2020-12-13 15:00:00,ST_023,7180.0,5.19,11.81,8.13,18.5,32.0,42.45,3.25,low
2020-12-13 16:00:00,ST_013,25901.0,100.8,10.8,8.34,20.3,34.8,49.77,7.93,medium
2020-12-13 17:00:00,ST_003,18048.0,73.58,11.88,8.16,18.0,32.9,45.49,18.5,medium
2020-12-14 09:00:00,ST_007,15294.0,48.65,11.53,8.54,18.3,35.0,46.95,5.72,medium
2020-12-14 11:00:00,ST_012,4824.0,8.05,12.27,8.2,18.0,35.1,47.05,4.48,low
2020-12-14 18:00:00,ST_013,3069.0,8.23,13.96,8.06,18.0,32.2,43.96,1.55,low
2020-12-15 06:00:00,ST_022,9889.0,4.78,13.12,8.18,18.0,31.4,42.06,3.77,low
2020-12-15 09:00:00,ST_013,7908.0,4.45,12.81,8.13,19.3,30.6,42.18,2.97,low
2020-12-15 10:00:00,ST_008,2141.0,5.67,11.76,8.03,21.2,35.7,51.45,2.76,low
2020-12-15 15:00:00,ST_016,23232.0,80.08,11.37,7.92,18.0,36.1,50.15,15.18,medium
2020-12-15 17:00:00,ST_010,1219.0,5.72,10.21,8.22,19.6,35.1,48.67,14.26,low
2020-12-16 07:00:00,ST_015,5521.0,5.07,13.28,8.18,19.8,32.5,45.66,0.91,low
2020-12-16 16:00:00,ST_023,1609.0,4.79,11.74,7.97,18.0,33.9,45.8,3.82,low
2020-12-16 17:00:00,ST_001,8265.0,4.64,12.96,8.11,19.0,30.9,42.48,3.53,low
2020-12-17 06:00:00,ST_016,12144.0,38.55,12.15,8.18,20.0,33.1,46.54,7.0,medium
2020-12-17 11:00:00,ST_013,635.0,9.47,13.2,8.12,19.0,32.1,44.53,2.6,background
2020-12-17 12:00:00,ST_024,12167.0,50.74,11.93,8.23,18.9,31.2,41.93,4.07,medium
2020-12-17 13:00:00,ST_014,7194.0,4.17,12.13,8.16,19.6,35.2,49.02,1.32,low
2020-12-17 15:00:00,ST_012,28559.0,86.53,12.32,8.36,18.7,30.1,40.44,9.18,medium
2020-12-18 11:00:00,ST_008,2581.0,3.95,11.2,8.08,19.9,33.4,47.31,2.57,low
2020-12-18 12:00:00,ST_009,29467.0,125.56,12.46,8.06,18.5,32.2,43.84,8.46,medium
2020-12-19 08:00:00,ST_008,16332.0,57.16,13.34,8.06,18.1,34.4,45.82,7.24,medium
2020-12-19 11:00:00,ST_009,1137.0,7.93,11.7,8.23,19.2,33.6,45.61,1.95,low
2020-12-19 13:00:00,ST_006,5335.0,2.7,12.49,8.05,18.4,35.4,47.97,1.95,low
2020-12-19 15:00:00,ST_021,1421.0,1.88,11.91,8.16,19.4,32.2,44.11,15.19,low
2020-12-20 06:00:00,ST_013,4382.0,4.53,10.99,8.13,20.4,32.5,46.24,3.1,low
2020-12-20 11:00:00,ST_002,9159.0,5.14,11.17,8.05,21.3,33.7,48.5,2.12,low
2020-12-20 18:00:00,ST_008,26767.0,91.27,12.28,7.87,21.8,32.1,47.1,15.0,medium
2020-12-21 07:00:00,ST_020,5456.0,6.75,12.16,8.06,18.0,35.1,46.96,2.54,low
2020-12-21 17:00:00,ST_006,3171.0,2.09,11.79,7.86,20.6,29.6,41.64,1.72,low
2020-12-22 10:00:00,ST_003,1842.0,4.64,11.64,8.08,18.0,30.4,40.98,0.96,low
2020-12-22 14:00:00,ST_009,3421.0,8.48,10.78,8.24,19.0,29.7,40.91,1.81,low
2020-12-23 08:00:00,ST_014,4938.0,8.17,10.64,8.2,18.8,35.8,48.99,3.87,low
2020-12-23 08:00:00,ST_010,48059.0,118.3,13.9,8.22,18.3,29.3,39.71,9.59,medium
2020-12-23 09:00:00,ST_014,17835.0,62.61,11.1,8.34,18.0,33.5,45.76,4.49,medium
2020-12-23 10:00:00,ST_006,25314.0,65.77,11.28,8.02,20.0,31.6,44.54,5.4,medium
2020-12-23 10:00:00,ST_006,4905.0,1.47,10.51,8.33,20.3,33.0,46.32,1.06,low
2020-12-24 09:00:00,ST_003,13154.0,49.62,12.92,8.6,18.2,32.2,42.8,6.27,medium
2020-12-24 15:00:00,ST_002,3952.0,7.44,11.89,8.14,20.4,35.4,49.21,18.08,low
2020-12-25 08:00:00,ST_008,27808.0,99.81,12.67,8.12,20.2,33.6,47.52,8.06,medium
2020-12-25 10:00:00,ST_018,38938.0,100.33,11.37,7.96,18.0,35.1,47.65,9.2,medium
2020-12-25 13:00:00,ST_014,59767.0,178.35,8.52,8.53,20.1,35.7,49.57,13.02,medium
2020-12-26 15:00:00,ST_023,1346.0,3.42,11.36,8.17,18.0,31.3,42.0,2.46,low
2020-12-26 18:00:00,ST_007,980.0,3.26,12.92,8.27,18.0,30.3,40.07,2.46,background
2020-12-27 07:00:00,ST_025,28721.0,94.21,12.17,8.1,18.0,31.2,41.96,7.82,medium
2020-12-27 07:00:00,ST_009,20295.0,69.59,12.04,8.18,21.0,30.7,44.47,6.12,medium
2020-12-28 14:00:00,ST_025,4322.0,7.17,10.33,8.19,22.8,35.9,52.99,4.34,low
2020-12-28 14:00:00,ST_004,3126.0,4.4,11.29,8.08,20.8,32.2,46.03,5.35,low
2020-12-28 18:00:00,ST_015,2604.0,3.66,11.73,8.14,18.4,33.0,44.57,3.23,low
2020-12-29 08:00:00,ST_018,1226.0,3.99,11.5,8.25,18.7,31.9,43.52,3.15,low
2020-12-29 08:00:00,ST_008,31174.0,117.93,12.58,8.46,21.7,29.7,43.35,9.19,medium
2020-12-29 17:00:00,ST_006,1359.0,7.33,12.13,8.15,18.0,30.1,40.24,3.76,low
2020-12-29 18:00:00,ST_001,96573.0,251.33,6.65,8.5,20.5,32.8,46.5,17.88,medium
2020-12-30 06:00:00,ST_017,11309.0,33.18,12.23,8.06,18.5,33.8,46.61,5.22,medium
2020-12-30 08:00:00,ST_025,761.0,2.45,11.17,8.04,18.6,34.5,46.29,1.88,background
2020-12-30 10:00:00,ST_017,6288.0,5.35,11.38,8.13,19.1,33.3,45.13,4.04,low
2020-12-30 14:00:00,ST_002,2705.0,8.47,13.45,8.23,19.6,30.0,42.02,4.23,low
2020-12-31 06:00:00,ST_016,1497.0,9.72,13.83,8.09,19.2,34.7,47.98,4.63,low
2020-12-31 08:00:00,ST_005,1072.0,1.84,11.68,8.1,19.5,32.5,45.48,2.1,low
2020-12-31 08:00:00,ST_006,3226.0,5.51,11.78,8.25,18.3,33.0,45.82,3.27,low
2020-12-31 09:00:00,ST_020,15288.0,46.56,12.77,8.21,20.5,29.5,41.44,4.16,medium
2020-12-31 11:00:00,ST_019,2083.0,9.39,12.08,8.19,21.2,34.9,51.11,2.47,low
2021-01-01 13:00:00,ST_008,3.0,3.53,10.76,8.22,19.1,31.2,41.94,3.24,background
2021-01-01 13:00:00,ST_006,31.0,7.18,11.27,8.17,18.0,32.5,43.97,4.8,background
2021-01-01 17:00:00,ST_004,4.0,2.76,12.47,8.21,18.7,31.3,42.72,1.36,background
2021-01-01 17:00:00,ST_008,265.0,8.97,12.61,8.16,20.6,31.7,45.74,1.92,background
2021-01-02 07:00:00,ST_013,33.0,3.39,12.43,8.22,18.0,34.5,45.32,2.49,background
2021-01-02 16:00:00,ST_020,5.0,8.27,12.44,8.11,19.8,33.1,46.13,5.72,background
2021-01-02 18:00:00,ST_002,28.0,5.33,12.09,8.08,18.0,32.2,43.25,4.76,background
2021-01-03 06:00:00,ST_010,25.0,3.07,11.43,8.17,21.8,32.3,46.22,1.23,background
2021-01-03 13:00:00,ST_017,39.0,8.04,10.89,8.14,20.8,30.7,43.98,3.95,background
2021-01-03 18:00:00,ST_016,5.0,4.93,11.73,8.36,18.0,29.8,40.49,2.77,background
2021-01-04 11:00:00,ST_020,2.0,4.95,12.51,8.21,18.5,30.5,41.75,3.67,background
2021-01-04 14:00:00,ST_018,17.0,4.1,12.19,8.16,18.0,29.8,40.16,3.9,background
2021-01-04 14:00:00,ST_015,40.0,7.16,12.3,8.18,20.3,33.4,47.32,2.21,background
2021-01-04 16:00:00,ST_017,69.0,5.57,13.28,8.05,18.8,29.9,40.94,1.37,background
2021-01-04 17:00:00,ST_013,3.0,1.66,11.2,7.98,19.6,29.5,40.88,0.96,background
2021-01-05 08:00:00,ST_017,1.0,2.42,12.54,8.06,21.6,33.8,48.55,3.49,background
2021-01-05 13:00:00,ST_005,1695.0,8.18,12.89,8.12,21.0,31.2,45.24,2.45,low
2021-01-05 14:00:00,ST_014,153.0,1.3,12.85,8.24,20.5,36.2,51.48,0.91,background
2021-01-05 18:00:00,ST_002,118.0,4.73,11.41,8.17,18.4,31.8,42.48,2.37,background
2021-01-05 18:00:00,ST_009,25.0,6.16,13.12,8.23,20.2,31.6,44.14,4.11,background
2021-01-06 07:00:00,ST_020,1.0,5.87,12.85,8.19,19.4,32.9,45.48,2.96,background
2021-01-06 07:00:00,ST_020,19.0,4.15,12.69,8.19,19.0,32.4,43.8,2.2,background
2021-01-06 11:00:00,ST_010,1.0,5.88,13.28,8.24,20.3,33.7,47.95,2.15,background
2021-01-07 06:00:00,ST_011,122.0,6.49,12.24,8.3,20.8,30.6,44.22,3.99,background
2021-01-07 10:00:00,ST_012,102.0,6.11,10.93,8.1,18.0,34.4,47.26,2.75,background
2021-01-07 12:00:00,ST_013,8.0,6.84,10.76,8.26,21.8,33.1,47.87,2.06,background
2021-01-07 13:00:00,ST_007,75.0,1.49,13.39,8.18,20.6,32.1,45.81,2.46,background
2021-01-07 18:00:00,ST_001,6.0,5.98,12.16,8.28,19.8,32.9,46.34,1.65,background
2021-01-08 08:00:00,ST_015,53.0,3.41,13.47,8.25,19.4,34.5,48.83,3.25,background
2021-01-08 12:00:00,ST_025,1070.0,4.34,12.32,8.13,20.0,35.5,49.03,1.5,low
2021-01-08 16:00:00,ST_025,70.0,6.02,12.02,8.23,18.0,33.1,44.78,2.44,background
2021-01-09 08:00:00,ST_001,607.0,6.37,11.45,8.17,20.0,31.0,43.27,3.51,background
2021-01-09 12:00:00,ST_008,10.0,6.11,11.25,8.27,20.1,33.2,47.64,3.3,background
2021-01-09 16:00:00,ST_010,156.0,2.61,12.34,8.06,18.1,28.2,37.65,0.45,background
2021-01-10 13:00:00,ST_009,37.0,2.33,11.06,8.37,20.6,31.6,44.98,5.04,background
2021-01-10 13:00:00,ST_013,33.0,2.89,13.23,8.11,18.0,32.7,43.26,1.16,background
2021-01-10 13:00:00,ST_023,14.0,3.62,11.83,8.15,18.0,33.8,45.52,1.91,background
2021-01-11 09:00:00,ST_005,3.0,2.12,12.37,8.02,18.7,32.6,44.48,1.5,background
2021-01-11 11:00:00,ST_007,2.0,3.42,12.64,8.11,20.5,35.4,50.34,0.99,background
2021-01-11 12:00:00,ST_002,2.0,4.95,12.42,7.98,21.4,30.5,43.68,1.41,background
2021-01-11 13:00:00,ST_005,336.0,3.52,13.24,8.19,20.1,34.3,48.1,2.59,background
2021-01-11 16:00:00,ST_004,8.0,2.81,10.76,8.23,19.5,33.9,46.76,1.71,background
2021-01-12 11:00:00,ST_002,1.0,7.68,14.3,8.13,19.3,33.9,47.42,2.86,background
2021-01-12 11:00:00,ST_015,8.0,4.54,11.48,8.05,20.7,29.7,42.44,3.57,background
2021-01-12 12:00:00,ST_003,10.0,2.5,11.85,8.13,18.5,32.7,44.85,2.31,background
2021-01-12 12:00:00,ST_021,93.0,7.56,13.08,8.07,21.2,33.5,48.11,2.38,background
2021-01-13 06:00:00,ST_016,20.0,4.49,12.96,8.22,18.3,31.8,43.01,7.28,background
2021-01-13 07:00:00,ST_012,33.0,4.53,11.65,8.0,21.0,30.5,42.8,2.7,background
2021-01-13 11:00:00,ST_017,37.0,5.43,12.02,8.13,21.6,31.6,45.71,4.16,background
2021-01-13 14:00:00,ST_016,12.0,2.85,11.04,8.21,20.1,29.5,42.06,2.11,background
2021-01-14 06:00:00,ST_004,2.0,2.26,12.3,8.04,18.0,34.1,46.01,1.08,background
2021-01-14 08:00:00,ST_024,91.0,3.96,12.4,8.29,19.1,32.5,44.75,3.11,background
2021-01-14 09:00:00,ST_010,1.0,2.6,13.34,8.17,19.0,35.4,48.95,3.29,background
2021-01-14 14:00:00,ST_006,13.0,4.63,12.34,8.18,19.3,29.8,41.22,3.51,background
2021-01-15 06:00:00,ST_001,9.0,4.06,13.58,8.22,19.1,34.4,47.45,3.58,background
2021-01-15 11:00:00,ST_001,48.0,2.15,12.3,8.13,21.8,30.8,45.21,2.16,background
2021-01-15 14:00:00,ST_007,616.0,4.04,13.29,8.28,20.6,31.4,44.68,2.14,background
2021-01-15 16:00:00,ST_017,342.0,3.34,11.17,8.16,21.1,34.0,50.41,0.83,background
2021-01-16 10:00:00,ST_012,21.0,9.89,11.51,8.35,18.9,35.5,49.24,3.27,background
2021-01-16 12:00:00,ST_011,170.0,3.33,10.67,8.1,21.7,29.9,42.75,1.56,background
2021-01-16 13:00:00,ST_012,340.0,1.38,10.77,8.16,20.5,30.3,43.26,3.62,background
2021-01-16 15:00:00,ST_011,4.0,2.18,13.62,8.24,18.2,30.1,40.34,3.31,background
2021-01-16 18:00:00,ST_020,1.0,5.8,10.51,8.14,21.5,34.9,49.85,0.63,background
